Title,Year,is_selected,do_finetuning,decision_threshold,Source title
Kataribe: A hosting service of Historage Repositories,2014,no,,,"11th Working Conference on Mining Software Repositories, MSR 2014 - Proceedings"
Finishing mill strip gage setup and control by interval type-1 non-singleton type-2 fuzzy logic systems,2014,no,,,Applied Soft Computing Journal
Outbreak detection model based on danger theory,2014,no,,,Applied Soft Computing Journal
Monitoring applications: An immune inspired algorithm for software-fault detection,2014,no,,,Applied Soft Computing Journal
Impact analysis of change requests on source code based on interaction and commit histories,2014,no,,,"11th Working Conference on Mining Software Repositories, MSR 2014 - Proceedings"
"The impact of code review coverage and code review participation on Software quality: A case study of the Qt, VTK, and ITK projects",2014,no,,,"11th Working Conference on Mining Software Repositories, MSR 2014 - Proceedings"
Wind turbine condition monitoring based on SCADA data using normal behavior models. Part 2: Application examples,2014,no,,,Applied Soft Computing Journal
How to make best use of cross-company data in software effort estimation?,2014,yes,no,,Proceedings - International Conference on Software Engineering
An exploratory study of the pull-based software development model,2014,no,,,Proceedings - International Conference on Software Engineering
Classifying unstructured data into natural language text and technical information,2014,no,,,"11th Working Conference on Mining Software Repositories, MSR 2014 - Proceedings"
Towards building a universal defect prediction model,2014,yes,no,,"11th Working Conference on Mining Software Repositories, MSR 2014 - Proceedings"
Improved sensitivity based linear learning method for permeability prediction of carbonate reservoir using interval type-2 fuzzy logic system,2014,no,,,Applied Soft Computing Journal
Vejovis: Suggesting fixes for JavaScript faults,2014,no,,,Proceedings - International Conference on Software Engineering
Characterizing and detecting performance bugs for smartphone applications,2014,no,,,Proceedings - International Conference on Software Engineering
The promises and perils of mining GitHub,2014,no,,,"11th Working Conference on Mining Software Repositories, MSR 2014 - Proceedings"
Benchmark problems for nonlinear system identification and control using Soft Computing methods: Need and overview,2014,no,,,Applied Soft Computing Journal
Mining questions about software energy consumption,2014,no,,,"11th Working Conference on Mining Software Repositories, MSR 2014 - Proceedings"
Feature maintenance with emergent interfaces,2014,no,,,Proceedings - International Conference on Software Engineering
A new constructive neural network method for noise processing and its application on stock market prediction,2014,no,,,Applied Soft Computing Journal
Works for me! characterizing non-reproducible bug reports,2014,no,,,"11th Working Conference on Mining Software Repositories, MSR 2014 - Proceedings"
AR-miner: Mining informative reviews for developers from mobile app marketplace,2014,no,,,Proceedings - International Conference on Software Engineering
A fast learning algorithm for evolving neo-fuzzy neuron,2014,no,,,Applied Soft Computing Journal
Fault detection in dynamic systems by a Fuzzy/Bayesian network formulation,2014,no,,,Applied Soft Computing Journal
Training algorithms for Radial Basis Function Networks to tackle learning processes with imbalanced data-sets,2014,no,,,Applied Soft Computing Journal
An empirical study of just-in-time defect prediction using cross-project models,2014,yes,no,,"11th Working Conference on Mining Software Repositories, MSR 2014 - Proceedings"
Incremental origin analysis of source code files,2014,no,,,"11th Working Conference on Mining Software Repositories, MSR 2014 - Proceedings"
Mining behavior models from user-intensive web applications,2014,no,,,Proceedings - International Conference on Software Engineering
"Multi-criteria optimization classifier using fuzzification, kernel and penalty factors for predicting protein interaction hot spots",2014,no,,,Applied Soft Computing Journal
Cost-sensitive decision tree ensembles for effective imbalanced classification,2014,no,,,Applied Soft Computing Journal
Applications of neuro fuzzy systems: A brief review and future outline,2014,no,,,Applied Soft Computing Journal
Forecasting wind speed using empirical mode decomposition and Elman neural network,2014,no,,,Applied Soft Computing Journal
APE: An annotation language and middleware for energy-efficient mobile application development,2014,no,,,Proceedings - International Conference on Software Engineering
Simultaneous-fault detection based on qualitative symptom descriptions for automotive engine diagnosis,2014,no,,,Applied Soft Computing Journal
Critical evaluation of non-linear filter configurations for the state estimation of Continuous Stirred Tank Reactor,2014,no,,,Applied Soft Computing Journal
Performance regression testing target prioritization via performance risk analysis,2014,no,,,Proceedings - International Conference on Software Engineering
A hybrid classifier combining SMOTE with PSO to estimate 5-year survivability of breast cancer patients,2014,no,,,Applied Soft Computing Journal
Differential evolution and underwater glider path planning applied to the short-term opportunistic sampling of dynamic mesoscale ocean structures,2014,no,,,Applied Soft Computing Journal
Robust feedforward and recurrent neural network based dynamic weighted combination models for software reliability prediction,2014,no,,,Applied Soft Computing Journal
Support Vector Regression Model for the prediction of Loadability Margin of a Power System,2014,no,,,Applied Soft Computing Journal
Short term stock selection with case-based reasoning technique,2014,no,,,Applied Soft Computing Journal
An empirical study of dormant bugs,2014,no,,,"11th Working Conference on Mining Software Repositories, MSR 2014 - Proceedings"
Does latitude hurt while longitude kills? geographical and temporal separation in a large scale software development project,2014,no,,,Proceedings - International Conference on Software Engineering
Tracing software developers' eyes and interactions for change tasks,2015,no,,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
Gene expression programming to predict the discharge coefficient in rectangular side weirs,2015,no,,,Applied Soft Computing Journal
A new robust observer-based adaptive type-2 fuzzy control for a class of nonlinear systems,2015,no,,,Applied Soft Computing Journal
Striving for Failure: An Industrial Case Study about Test Failure Prediction,2015,no,,,Proceedings - International Conference on Software Engineering
The Art and Science of Analyzing Software Data; Quantitative Methods,2015,no,,,Proceedings - International Conference on Software Engineering
Incremental learning for online tool condition monitoring using Ellipsoid ARTMAP network model,2015,no,,,Applied Soft Computing Journal
"Hey, you have given me too many knobs! : Understanding and dealing with over-designed configuration in system software",2015,no,,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
On the usefulness of ownership metrics in open-source software projects,2015,no,,,Information and Software Technology
A comparative study of programming languages in rosetta code,2015,no,,,Proceedings - International Conference on Software Engineering
Predicting field reliability,2015,no,,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
Failure Event Prediction Using Hidden Markov Model Approaches,2015,no,,,IEEE Transactions on Reliability
Data selection based on decision tree for SVM classification on large data sets,2015,no,,,Applied Soft Computing Journal
Fuzzy Classification With Restricted Boltzman Machines and Echo-State Networks for Predicting Potential Railway Door System Failures,2015,no,,,IEEE Transactions on Reliability
Query-Based configuration of text retrieval solutions for software engineering tasks,2015,no,,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
Performance-influence models for highly configurable systems,2015,no,,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
Galvanic Corrosion of High Temperature Low Sag Aluminum Conductor Composite Core and Conventional Aluminum Conductor Steel Reinforced Overhead High Voltage Conductors,2015,no,,,IEEE Transactions on Reliability
"Error correction method based on data transformational GM(1,1) and application on tax forecasting",2015,no,,,Applied Soft Computing Journal
ELBlocker: Predicting blocking bugs with ensemble imbalance learning,2015,no,,,Information and Software Technology
An empirical analysis of data preprocessing for machine learning-based software cost estimation,2015,no,,,Information and Software Technology
Presence-condition simplification in highly configurable systems,2015,no,,,Proceedings - International Conference on Software Engineering
Mining the metadata - and its consequences (Keynote),2015,no,,,Proceedings - International Conference on Software Engineering
Understanding the triaging and fixing processes of long lived bugs,2015,no,,,Information and Software Technology
Revisiting the impact of classification techniques on the performance of defect prediction models,2015,yes,no,,Proceedings - International Conference on Software Engineering
Prediction approach of software fault-proneness based on hybrid artificial neural network and quantum particle swarm optimization,2015,yes,no,,Applied Soft Computing Journal
Theory of Software Testing with Persistent State,2015,no,,,IEEE Transactions on Reliability
Merits of Organizational Metrics in Defect Prediction: An Industrial Replication,2015,yes,no,,Proceedings - International Conference on Software Engineering
Practical and representative faultloads for large-scale software systems,2015,no,,,Journal of Systems and Software
An integrated prognostics method under time-varying operating conditions,2015,no,,,IEEE Transactions on Reliability
"Investigating the effect of ""defect co-fix"" on quality assurance resource allocation: A search-based approach",2015,no,,,Journal of Systems and Software
FLEX Java: Language support for safe and modular approximate programming,2015,no,,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
Finding schedule-sensitive branches,2015,no,,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
An empirical study of goto in C code from github repositories,2015,no,,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
An empirical study on real bug fixes,2015,no,,,Proceedings - International Conference on Software Engineering
REMI: Defect prediction for efficient API testing,2015,yes,no,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
CARAMEL: Detecting and fixing performance problems that have non-intrusive fixes,2015,no,,,Proceedings - International Conference on Software Engineering
An exploratory study on exception handling bugs in Java programs,2015,no,,,Journal of Systems and Software
A Classification Framework for Predicting Components' Remaining Useful Life Based on Discrete-Event Diagnostic Data,2015,no,,,IEEE Transactions on Reliability
Modeling readability to improve unit tests,2015,no,,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
A Novel Dynamic-Weighted Probabilistic Support Vector Regression-Based Ensemble for Prognostics of Time Series Data,2015,no,,,IEEE Transactions on Reliability
"Representation model and learning algorithm for uncertain and imprecise multivariate behaviors, based on correlated trends",2015,no,,,Applied Soft Computing Journal
Rule induction for hierarchical attributes using a rough set for the selection of a green fleet,2015,no,,,Applied Soft Computing Journal
From developer networks to verified communities: A fine-grained approach,2015,no,,,Proceedings - International Conference on Software Engineering
Poster: Static Detection of Configuration-Dependent Bugs in Configurable Software,2015,no,,,Proceedings - International Conference on Software Engineering
How practitioners perceive the relevance of software engineering research,2015,no,,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
Exploring community structure of software Call Graph and its applications in class cohesion measurement,2015,no,,,Journal of Systems and Software
An experimental investigation on the innate relationship between quality and refactoring,2015,no,,,Journal of Systems and Software
RECONTEST: Effective regression testing of concurrent programs,2015,no,,,Proceedings - International Conference on Software Engineering
"Contributor's Performance, Participation Intentions, Its Influencers and Project Performance",2015,no,,,Proceedings - International Conference on Software Engineering
An information retrieval approach for regression test prioritization based on program changes,2015,no,,,Proceedings - International Conference on Software Engineering
Approximating Attack Surfaces with Stack Traces,2015,no,,,Proceedings - International Conference on Software Engineering
Learning dependency-based change impact predictors using independent change histories,2015,no,,,Information and Software Technology
Implementing Fuzzy Logic and AHP into the EFQM model for performance improvement: A case study,2015,no,,,Applied Soft Computing Journal
Particle-filtering-based discharge time prognosis for lithium-ion batteries with a statistical characterization of use profiles,2015,no,,,IEEE Transactions on Reliability
Uncertainty importance measure of individual components in multi-state systems,2015,no,,,IEEE Transactions on Reliability
Evolution of software in automated production systems: Challenges and research directions,2015,no,,,Journal of Systems and Software
Leveraging Degradation Testing and Condition Monitoring for Field Reliability Analysis with Time-Varying Operating Missions,2015,no,,,IEEE Transactions on Reliability
Textual Analysis for Code Smell Detection,2015,no,,,Proceedings - International Conference on Software Engineering
Commit guru: Analytics and risk prediction of software commits,2015,no,,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
Distributed evolutionary algorithms and their models: A survey of the state-of-the-art,2015,no,,,Applied Soft Computing Journal
Development of expert systems for the prediction of scour depth under live-bed conditions at river confluences: Application of different types of ANNs and the M5P model tree,2015,no,,,Applied Soft Computing Journal
Inferential sensor-based adaptive principal components analysis of mould bath level for breakout defect detection and evaluation in continuous casting,2015,no,,,Applied Soft Computing Journal
Software rejuvenation via a multi-agent approach,2015,no,,,Journal of Systems and Software
Online Defect Prediction for Imbalanced Data,2015,yes,no,,Proceedings - International Conference on Software Engineering
MSR4SM: Using topic models to effectively mining software repositories for software maintenance tasks,2015,no,,,Information and Software Technology
A framework for modelling tactical decision-making in autonomous systems,2015,no,,,Journal of Systems and Software
Soft error hardened memory design for nanoscale complementary metal oxide semiconductor technology,2015,no,,,IEEE Transactions on Reliability
Learning to log: Helping developers make informed logging decisions,2015,no,,,Proceedings - International Conference on Software Engineering
Information retrieval and spectrum based bug localization: Better together,2015,no,,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
A closed-loop context aware data acquisition and resource allocation framework for dynamic data driven applications systems (DDDAS) on the cloud,2015,no,,,Journal of Systems and Software
A method to identify and correct problematic software activity data: Exploiting capacity constraints and data redundancies,2015,no,,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
A novel approach to adaptive relational association rule mining,2015,no,,,Applied Soft Computing Journal
A process to identify relevant substitutes for healing failed WS-∗ orchestrations,2015,no,,,Journal of Systems and Software
Relifix: Automated repair of software regressions,2015,no,,,Proceedings - International Conference on Software Engineering
A Condition-Based Maintenance Model for Assets with Accelerated Deterioration Due to Fault Propagation,2015,no,,,IEEE Transactions on Reliability
Heterogeneous defect prediction,2015,yes,no,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
Are students representatives of professionals in software engineering experiments?,2015,no,,,Proceedings - International Conference on Software Engineering
Unsupervised feature selection using swarm intelligence and consensus clustering for automatic fault detection and diagnosis in Heating Ventilation and Air Conditioning systems,2015,no,,,Applied Soft Computing Journal
Quantifying architectural debts,2015,no,,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
Empirically Detecting False Test Alarms Using Association Rules,2015,no,,,Proceedings - International Conference on Software Engineering
Integrating new classes on the fly in evolving fuzzy classifier designs and their application in visual inspection,2015,no,,,Applied Soft Computing Journal
When and why your code starts to smell bad,2015,no,,,Proceedings - International Conference on Software Engineering
Decision support system of unplanned dilution and ore-loss in underground stoping operations using a neuro-fuzzy system,2015,no,,,Applied Soft Computing Journal
Evaluation of stator winding faults severity in inverter-fed induction motors,2015,no,,,Applied Soft Computing Journal
Tracking static analysis violations over time to capture developer characteristics,2015,no,,,Proceedings - International Conference on Software Engineering
LACE2: Better privacy-preserving data sharing for cross project defect prediction,2015,yes,yes,,Proceedings - International Conference on Software Engineering
Does the failing test execute a single or multiple faults? An approach to classifying failing tests,2015,no,,,Proceedings - International Conference on Software Engineering
Comparison of Data-Driven Reconstruction Methods for Fault Detection,2015,no,,,IEEE Transactions on Reliability
GPredict: Generic predictive concurrency analysis,2015,no,,,Proceedings - International Conference on Software Engineering
A Case Study in Locating the Architectural Roots of Technical Debt,2015,no,,,Proceedings - International Conference on Software Engineering
"No PAIN, no gain? The utility of parallel fault injections",2015,no,,,Proceedings - International Conference on Software Engineering
The impact of mislabelling on the performance and interpretation of defect prediction models,2015,yes,no,,Proceedings - International Conference on Software Engineering
Automatic and Continuous Software Architecture Validation,2015,no,,,Proceedings - International Conference on Software Engineering
Heterogeneous cross-company defect prediction by unified metric representation and CCA-based transfer learning,2015,yes,no,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
Information infrastructure risk prediction through platform vulnerability analysis,2015,no,,,Journal of Systems and Software
Suggesting accurate method and class names,2015,no,,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
Analyzing maintainability and reliability of object-oriented software using weighted complex network,2015,no,,,Journal of Systems and Software
Two novel proposed discrete wavelet transform and filter based approaches for short-circuit faults detection in power transmission lines,2015,no,,,Applied Soft Computing Journal
Impact of developer turnover on quality in open-source software,2015,no,,,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings"
A fuzzy logic based approach for phase-wise software defects prediction using software metrics,2015,no,,,Information and Software Technology
Tricorder: Building a program analysis ecosystem,2015,no,,,Proceedings - International Conference on Software Engineering
Manual test case derivation from UML activity diagrams and state machines: A controlled experiment,2015,no,,,Information and Software Technology
Multi-level decision-making for the predictive maintenance of k-out-of-n:F deteriorating systems,2015,no,,,IEEE Transactions on Reliability
Performance evaluation of approximated artificial neural network (AANN) algorithm for reliability improvement,2015,no,,,Applied Soft Computing Journal
On the probability distribution of faults in complex software systems,2015,no,,,Information and Software Technology
The application of ANFIS prediction models for thermal error compensation on CNC machine tools,2015,no,,,Applied Soft Computing Journal
"Tribilogical performances of connecting rod and by using orthogonal experiment, regression method and response surface methodology",2015,no,,,Applied Soft Computing Journal
Simplifying the powder metallurgy manufacturing process using soft computing tools,2015,no,,,Applied Soft Computing Journal
An effective approach to estimating the parameters of software reliability growth models using a real-valued genetic algorithm,2015,no,,,Journal of Systems and Software
Reconstruction of missing data in multidimensional time series by fuzzy similarity,2015,no,,,Applied Soft Computing Journal
Software test-code engineering: A systematic mapping,2015,no,,,Information and Software Technology
Real-Time Reflexion Modelling in architecture reconciliation: A multi case study,2015,no,,,Information and Software Technology
MOMM: Multi-objective model merging,2015,no,,,Journal of Systems and Software
Test data generation with a Kalman filter-based adaptive genetic algorithm,2015,no,,,Journal of Systems and Software
Improving software reliability prediction through multi-criteria based dynamic model selection and combination,2015,no,,,Journal of Systems and Software
An empirical study on software defect prediction with a simplified metric set,2015,yes,no,,Information and Software Technology
An empirical analysis of package-modularization metrics: Implications for software fault-proneness,2015,yes,no,,Information and Software Technology
A time-based approach to automatic bug report assignment,2015,no,,,Journal of Systems and Software
QoS prediction for dynamic reconfiguration of component based software systems,2015,no,,,Journal of Systems and Software
Test data generation with a Kalman filter-based adaptive genetic algorithm,2015,no,,,Journal of Systems and Software
A learning-to-rank approach to software defect prediction,2015,yes,no,,IEEE Transactions on Reliability
An empirically-based characterization and quantification of information seeking through mailing lists during open source developers' software evolution,2015,no,,,Information and Software Technology
Software defect prediction using cost-sensitive neural network,2015,yes,yes,,Applied Soft Computing Journal
Software defect prediction using ensemble learning on selected features,2015,yes,yes,,Information and Software Technology
Comprehensible software fault and effort prediction: A data mining approach,2015,yes,yes,,Journal of Systems and Software
SO-ARTIST: Self-organized ART-2A inspired clustering for online Takagi-Sugeno fuzzy models,2015,no,,,Applied Soft Computing Journal
Automatic generation algorithm of expected results for testing of component-based software system,2015,no,,,Information and Software Technology
Simulation of an adaptive artificial neural network for power system security enhancement including control action,2015,no,,,Applied Soft Computing Journal
Optimization of process parameters through fuzzy logic and genetic algorithm - A case study in a process industry,2015,no,,,Applied Soft Computing Journal
Investigating software testing and maintenance reports: Case study,2015,no,,,Information and Software Technology
Analysis of destructive degradation tests for a product with random degradation initiation time,2015,no,,,IEEE Transactions on Reliability
System reliability prediction by support vector regression with analytic selection and genetic algorithm parameters selection,2015,no,,,Applied Soft Computing Journal
Detecting GSM churners by using Euclidean Indexing HDMR,2015,no,,,Applied Soft Computing Journal
Improved Complex-valued Radial Basis Function (ICRBF) neural networks on multiple crack identification,2015,no,,,Applied Soft Computing Journal
From source code identifiers to natural language terms,2015,no,,,Journal of Systems and Software
A non-probabilistic metric derived from condition information for operational reliability assessment of aero-engines,2015,no,,,IEEE Transactions on Reliability
A physics-based modeling approach for performance monitoring in gas turbine engines,2015,no,,,IEEE Transactions on Reliability
An architecture-based multi-objective optimization approach to testing resource allocation,2015,no,,,IEEE Transactions on Reliability
A framework for software process deployment and evaluation,2015,no,,,Information and Software Technology
Identifying refactoring opportunities in object-oriented code: A systematic literature review,2015,no,,,Information and Software Technology
Medical data classification using interval type-2 fuzzy logic system and wavelets,2015,no,,,Applied Soft Computing Journal
Class imbalance learning via a fuzzy total margin based support vector machine,2015,no,,,Applied Soft Computing Journal
Ameliorating thermally accelerated aging with state-based application of fault-tolerance in cyber-physical computers,2015,no,,,IEEE Transactions on Reliability
Negative samples reduction in cross-company software defects prediction,2015,yes,no,,Information and Software Technology
A systematic review of machine learning techniques for software fault prediction,2015,no,,,Applied Soft Computing Journal
Exploring data-level error tolerance in high-performance solid-state drives,2015,no,,,IEEE Transactions on Reliability
A benchmarking process to assess software requirements documentation for space applications,2015,no,,,Journal of Systems and Software
Using metrics in Agile and Lean software development - A systematic literature review of industrial studies,2015,no,,,Information and Software Technology
The Impact of Feature Selection on Defect Prediction Performance: An Empirical Comparison,2016,yes,yes,,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE"
Online Prediction and Improvement of Reliability for Service Oriented Systems,2016,no,,,IEEE Transactions on Reliability
Effort-Aware just-in-Time defect prediction: Simple unsupervised models could be better than supervised models,2016,yes,no,,Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering
Experience report: Mining test results for reasons other than functional correctness,2016,no,,,"2015 IEEE 26th International Symposium on Software Reliability Engineering, ISSRE 2015"
Predicting Consistent Clone Change,2016,no,,,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE"
A machine learning based software process model recommendation method,2016,no,,,Journal of Systems and Software
Empirical Studies of a Two-Stage Data Preprocessing Approach for Software Fault Prediction,2016,yes,no,,IEEE Transactions on Reliability
SIT: Sampling-based interactive testing for self-adaptive apps,2016,no,,,Journal of Systems and Software
An empirical framework for defect prediction using machine learning techniques with Android software,2016,yes,no,,Applied Soft Computing Journal
Evaluating different families of prediction methods for estimating software project outcomes,2016,no,,,Journal of Systems and Software
Proceedings - International Conference on Software Engineering,2016,no,,,Proceedings - International Conference on Software Engineering
Automated bug assignment: Ensemble-based machine learning in large scale industrial contexts,2016,no,,,Empirical Software Engineering
Studying high impact fix-inducing changes,2016,no,,,Empirical Software Engineering
Towards a better understanding of the impact of experimental components on defect prediction modelling,2016,no,,,Proceedings - International Conference on Software Engineering
DeepSoft: A vision for a deep model of software,2016,no,,,Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering
Automated Bug Report Field Reassignment and Refinement Prediction,2016,no,,,IEEE Transactions on Reliability
Collective personalized change classification with multiobjective search,2016,yes,yes,,IEEE Transactions on Reliability
Predicting Defectiveness of Software Patches,2016,yes,no,,International Symposium on Empirical Software Engineering and Measurement
Privacy preserving via interval covering based subclass division and manifold learning based bi-directional obfuscation for effort estimation,2016,no,,,ASE 2016 - Proceedings of the 31st IEEE/ACM International Conference on Automated Software Engineering
The impact of tangled code changes on defect prediction models,2016,yes,no,,Empirical Software Engineering
Analyzing defect inflow distribution and applying Bayesian inference method for software defect prediction in large software projects,2016,yes,no,,Journal of Systems and Software
On the naturalness of buggy code,2016,no,,,Proceedings - International Conference on Software Engineering
Defect prediction on a legacy industrial software: A case study on software with few defects,2016,yes,yes,,Proceedings - International Conference on Software Engineering
VDTest: An automated framework to support testing for,2016,no,,,Proceedings - International Conference on Software Engineering
SCOUT: A Multi-objective Method to Select Components in Designing Unit Testing,2016,no,,,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE"
Experience Report: Practical Software Availability Prediction in Telecommunication Industry,2016,no,,,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE"
How repeated data points affect bug prediction performance: A case study,2016,yes,no,,Applied Soft Computing Journal
An empirical study on dependence clusters for effort-aware fault-proneness prediction,2016,yes,no,,ASE 2016 - Proceedings of the 31st IEEE/ACM International Conference on Automated Software Engineering
On the unreliability of bug severity data,2016,no,,,Empirical Software Engineering
A Multi-Objective Technique to Prioritize Test Cases,2016,no,,,IEEE Transactions on Software Engineering
Prioritizing Change-Impact Analysis via Semantic Program-Dependence Quantification,2016,no,,,IEEE Transactions on Reliability
Empirical investigation of fault predictors in context of class membership probability estimation,2016,yes,no,,Proceedings of the ACM Symposium on Applied Computing
Using text clustering to predict defect resolution time: a conceptual replication and an evaluation of prediction accuracy,2016,no,,,Empirical Software Engineering
Developer Micro Interaction Metrics for Software Defect Prediction,2016,yes,no,,IEEE Transactions on Software Engineering
A New Degradation Indicator Based on a Statistical Anomaly Approach,2016,no,,,IEEE Transactions on Reliability
Architectural-based speculative analysis to predict bugs in a software system,2016,no,,,Proceedings - International Conference on Software Engineering
Towards more accurate severity prediction and fixer recommendation of software bugs,2016,no,,,Journal of Systems and Software
Structured gotos are (slightly) harmful,2016,no,,,Proceedings of the ACM Symposium on Applied Computing
Comments on Researcher Bias: The Use of Machine Learning in Software Defect Prediction,2016,yes,no,,IEEE Transactions on Software Engineering
Building an Ensemble for Software Defect Prediction Based on Diversity Selection,2016,yes,yes,,International Symposium on Empirical Software Engineering and Measurement
Classifying faulty modules with an extension of the H-index,2016,no,,,"2015 IEEE 26th International Symposium on Software Reliability Engineering, ISSRE 2015"
MEMRES: A fast memory system reliability simulator,2016,no,,,IEEE Transactions on Reliability
A novel kernel to predict software defectiveness,2016,yes,yes,,Journal of Systems and Software
Dynamic Uncertain Causality Graph Applied to Dynamic Fault Diagnoses and Predictions with Negative Feedbacks,2016,no,,,IEEE Transactions on Reliability
Value-cognitive boosting with a support vector machine for cross-project defect prediction,2016,yes,yes,,Empirical Software Engineering
HYDRA: Massively compositional model for cross-project defect prediction,2016,yes,no,,IEEE Transactions on Software Engineering
Evaluating the impact of design pattern and anti-pattern dependencies on changes and faults,2016,no,,,Empirical Software Engineering
International Symposium on Empirical Software Engineering and Measurement,2016,no,,,International Symposium on Empirical Software Engineering and Measurement
Defect prediction for Cascading Style Sheets,2016,yes,no,,Applied Soft Computing Journal
Classification with reject option for software defect prediction,2016,yes,no,,Applied Soft Computing Journal
"Proceedings - International Symposium on Software Reliability Engineering, ISSRE",2016,no,,,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE"
Effective multi-objective naïve Bayes learning for cross-project defect prediction,2016,yes,yes,,Applied Soft Computing Journal
Predicting software reliability via completely monotone nonparametric estimator with grouped data,2016,no,,,Journal of Systems and Software
A meta-learning framework for algorithm recommendation in software fault prediction,2016,yes,no,,Proceedings of the ACM Symposium on Applied Computing
An automated software reliability prediction system for safety critical software,2016,no,,,Empirical Software Engineering
Cross-project defect prediction using a connectivity-based unsupervised classifier,2016,yes,no,,Proceedings - International Conference on Software Engineering
Should fixing these failures be delegated to automated program repair?,2016,no,,,"2015 IEEE 26th International Symposium on Software Reliability Engineering, ISSRE 2015"
Automated parameter optimization of classification techniques for defect prediction models,2016,yes (HP study),yes,,Proceedings - International Conference on Software Engineering
Trace link evolution across multiple software versions in safety-critical systems,2016,no,,,Proceedings - International Conference on Software Engineering
Function Point Analysis for Software Maintenance,2016,no,,,International Symposium on Empirical Software Engineering and Measurement
Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering,2016,no,,,Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering
Automated memory leak fixing on value-flow slices for C programs,2016,no,,,Proceedings of the ACM Symposium on Applied Computing
Automatically learning semantic features for defect prediction,2016,yes,yes,,Proceedings - International Conference on Software Engineering
Enhancing privacy protection in fault replication systems,2016,no,,,"2015 IEEE 26th International Symposium on Software Reliability Engineering, ISSRE 2015"
MHCP Model for Quality Evaluation for Software Structure Based on Software Complex Network,2016,no,,,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE"
Iterative software fault prediction with a hybrid approach,2016,yes,no,,Applied Soft Computing Journal
Too much automation? the bellwether effect and its implications for transfer learning,2016,yes,no,,ASE 2016 - Proceedings of the 31st IEEE/ACM International Conference on Automated Software Engineering
APEx: Automated inference of error specifications for C APIs,2016,no,,,ASE 2016 - Proceedings of the 31st IEEE/ACM International Conference on Automated Software Engineering
